('EBAS_VNAME', 'CFNAME', 'MATRIX_NAME')
('cadmium', 'mass_concentration_of_cadmium_dried_moss', 'dried_moss')
('calcium', 'mass_concentration_of_calcium_dried_moss', 'dried_moss')
('cerium', 'mass_concentration_of_cerium_dried_moss', 'dried_moss')
('cesium', 'mass_concentration_of_cesium_dried_moss', 'dried_moss')
('chromium', 'mass_concentration_of_chromium_dried_moss', 'dried_moss')
('chrysene', 'mass_concentration_of_chrysene_dried_moss', 'dried_moss')
('cobalt', 'mass_concentration_of_cobalt_dried_moss', 'dried_moss')
('copper', 'mass_concentration_of_copper_dried_moss', 'dried_moss')
('dibenzo_ah_anthracene', 'mass_concentration_of_dibenzo_ah_anthracene_dried_moss', 'dried_moss')
('dysprosium', 'mass_concentration_of_dysprosium_dried_moss', 'dried_moss')
('erbium', 'mass_concentration_of_erbium_dried_moss', 'dried_moss')
('europium', 'mass_concentration_of_europium_dried_moss', 'dried_moss')
('fluoranthene', 'mass_concentration_of_fluoranthene_dried_moss', 'dried_moss')
('fluorene', 'mass_concentration_of_fluorene_dried_moss', 'dried_moss')
('gadolinium', 'mass_concentration_of_gadolinium_dried_moss', 'dried_moss')
('gallium', 'mass_concentration_of_gallium_dried_moss', 'dried_moss')
('gamma_HCH', 'mass_concentration_of_gamma_hexachlorocyclohexane_dried_moss', 'dried_moss')
('holmium', None, 'dried_moss')
('inden_123cd_pyrene', 'mass_concentration_of_inden_123cd_pyrene_dried_moss', 'dried_moss')
('iridium', 'mass_concentration_of_iridium_dried_moss', 'dried_moss')
('iron', 'mass_concentration_of_iron_dried_moss', 'dried_moss')
('lanthanum', 'mass_concentration_of_lanthanum_dried_moss', 'dried_moss')
('lead', 'mass_concentration_of_lead_dried_moss', 'dried_moss')
('lithium', 'mass_concentration_of_lithium_dried_moss', 'dried_moss')
('lutetium', None, 'dried_moss')
('magnesium', 'mass_concentration_of_magnesium_dried_moss', 'dried_moss')
('manganese', 'mass_concentration_of_manganese_dried_moss', 'dried_moss')
('mercury', 'mass_concentration_of_mercury_dried_moss', 'dried_moss')
('molybdenum', None, 'dried_moss')
('naphthalene', 'mass_concentration_of_naphthalene_dried_moss', 'dried_moss')
('neodymium', 'mass_concentration_of_neodymium_dried_moss', 'dried_moss')
('nickel', 'mass_concentration_of_nickel_dried_moss', 'dried_moss')
('niobium', 'mass_concentration_of_niobium_dried_moss', 'dried_moss')
('op_DDD', 'mass_concentration_of_op_dichlorodiphenyldichloroethane_dried_moss', 'dried_moss')
('op_DDE', 'mass_concentration_of_op_dichlorodiphenyldichloroethylene_dried_moss', 'dried_moss')
('op_DDT', 'mass_concentration_of_op_dichlorodiphenyltrichloroethane_dried_moss', 'dried_moss')
('pentachlorobenzene', 'mass_concentration_of_pentachlorobenzene_dried_moss', 'dried_moss')
('phenanthrene', 'mass_concentration_of_phenanthrene_dried_moss', 'dried_moss')
('platinum', 'mass_concentration_of_platinum_dried_moss', 'dried_moss')
('potassium', 'mass_concentration_of_potassium_dried_moss', 'dried_moss')
('pp_DDD', 'mass_concentration_of_pp_dichlorodiphenyldichloroethane_dried_moss', 'dried_moss')
('pp_DDE', 'mass_concentration_of_pp_dichlorodiphenyldichloroethylene_dried_moss', 'dried_moss')
('pp_DDT', 'mass_concentration_of_pp_dichlorodiphenyltrichloroethane_dried_moss', 'dried_moss')
('praseodymium', 'mass_concentration_of_praseodymium_dried_moss', 'dried_moss')
('pyrene', 'mass_concentration_of_pyrene_dried_moss', 'dried_moss')
('rhodium', 'mass_concentration_of_rhodium_dried_moss', 'dried_moss')
('rubidium', 'mass_concentration_of_rubidium_dried_moss', 'dried_moss')
('samarium', 'mass_concentration_of_samarium_dried_moss', 'dried_moss')
('scandium', 'mass_concentration_of_scandium_dried_moss', 'dried_moss')
('selenium', 'mass_concentration_of_selenium_dried_moss', 'dried_moss')
('silver', 'mass_concentration_of_silver_dried_moss', 'dried_moss')
('sodium', 'mass_concentration_of_sodium_dried_moss', 'dried_moss')
('strontium', 'mass_concentration_of_strontium_dried_moss', 'dried_moss')
('sulphur', 'mass_concentration_of_sulphur_dried_moss', 'dried_moss')
('tantalum', None, 'dried_moss')
('tellurium', 'mass_concentration_of_tellurium_dried_moss', 'dried_moss')
('terbium', 'mass_concentration_of_terbium_dried_moss', 'dried_moss')
('thallium', 'mass_concentration_of_thallium_dried_moss', 'dried_moss')
('thorium', 'mass_concentration_of_thorium_dried_moss', 'dried_moss')
('thulium', None, 'dried_moss')
('titanium', 'mass_concentration_of_titanium_dried_moss', 'dried_moss')
('tungsten', None, 'dried_moss')
('uranium', 'mass_concentration_of_uranium_dried_moss', 'dried_moss')
('vanadium', 'mass_concentration_of_vanadium_dried_moss', 'dried_moss')
('ytterbium', 'mass_concentration_of_ytterbium_dried_moss', 'dried_moss')
('yttrium', 'mass_concentration_of_yttrium_dried_moss', 'dried_moss')
('zinc', 'mass_concentration_of_zinc_dried_moss', 'dried_moss')
('zirconium', None, 'dried_moss')
('electric_current', 'electric_current', 'instrument')
('electric_tension', None, 'instrument')
('filter_position_number', None, 'instrument')
('pressure', None, 'instrument')
('relative_humidity', 'relative_humidity', 'instrument')
('sample_count', None, 'instrument')
('status', None, 'instrument')
('temperature', None, 'instrument')
('water_vapor', 'mole_fraction_of_water_vapor_in_instrument_air', 'instrument')
('UVA_radiation', None, 'met')
('dewpoint_temperature', 'dew_point_temperature', 'met')
('downward_solar_radiation_flux_density', None, 'met')
('gust', 'wind_speed_of_gust', 'met')
('precipitation_amount', 'lwe_thickness_of_precipitation_amount', 'met')
('pressure', 'air_pressure', 'met')
('relative_humidity', 'relative_humidity', 'met')
('temperature', 'air_temperature', 'met')
('wind_direction', 'wind_from_direction', 'met')
('wind_gust', 'wind_speed_of_gust', 'met')
('wind_speed', 'wind_speed', 'met')
('acetate', 'mass_concentration_of_acetate_in_pm1_in_air', 'pm1')
('aerosol_absorption_coefficient', None, 'pm1')
('aerosol_light_backscattering_coefficient', None, 'pm1')
('aerosol_light_backscattering_coefficient_zero', None, 'pm1')
('aerosol_light_rayleighscattering_coefficient_zero', None, 'pm1')
('aerosol_light_scattering_coefficient', None, 'pm1')
('aerosol_light_scattering_coefficient_zero', None, 'pm1')
('aluminium', 'mass_concentration_of_aluminium_in_pm1_in_air', 'pm1')
('ammonium', 'mass_concentration_of_ammonium_in_pm1_in_air', 'pm1')
('ammonium_nitrate', 'mass_concentration_of_ammonium_nitrate_in_pm1_in_air', 'pm1')
('antimony', 'mass_concentration_of_antimony_in_pm1_in_air', 'pm1')
('arsenic', 'mass_concentration_of_arsenic_in_pm1_in_air', 'pm1')
('attenuation_coefficient', 'mass_concentration_of_attenuation_coefficient_in_pm1_in_air', 'pm1')
('barium', 'mass_concentration_of_barium_in_pm1_in_air', 'pm1')
('bismuth', 'mass_concentration_of_bismuth_in_pm1_in_air', 'pm1')
('bypass_fraction', 'mass_concentration_of_bypass_fraction_in_pm1_in_air', 'pm1')
('cadmium', 'mass_concentration_of_cadmium_in_pm1_in_air', 'pm1')
('calcium', 'mass_concentration_of_calcium_in_pm1_in_air', 'pm1')
('cerium', 'mass_concentration_of_cerium_in_pm1_in_air', 'pm1')
('chloride', 'mass_concentration_of_chloride_in_pm1_in_air', 'pm1')
('chromium', 'mass_concentration_of_chromium_in_pm1_in_air', 'pm1')
('cobalt', 'mass_concentration_of_cobalt_in_pm1_in_air', 'pm1')
('copper', 'mass_concentration_of_copper_in_pm1_in_air', 'pm1')
('elemental_carbon', 'mass_concentration_of_elemental_carbon_in_pm1_in_air', 'pm1')
('equivalent_black_carbon', 'mass_concentration_of_equivalent_black_carbon_in_pm1_in_air', 'pm1')
('equivalent_black_carbon_mass', 'mass_concentration_of_equivalent_black_carbon_mass_in_pm1_in_air', 'pm1')
('flow_rate', None, 'pm1')
('fluoride', 'mass_concentration_of_fluoride_in_pm1_in_air', 'pm1')
('formate', 'mass_concentration_of_formate_in_pm1_in_air', 'pm1')
('iron', 'mass_concentration_of_iron_in_pm1_in_air', 'pm1')
('lanthanum', 'mass_concentration_of_lanthanum_in_pm1_in_air', 'pm1')
('lead', 'mass_concentration_of_lead_in_pm1_in_air', 'pm1')
('lithium', 'mass_concentration_of_lithium_in_pm1_in_air', 'pm1')
('magnesium', 'mass_concentration_of_magnesium_in_pm1_in_air', 'pm1')
('manganese', 'mass_concentration_of_manganese_in_pm1_in_air', 'pm1')
('methansulphonate', 'mass_concentration_of_methansulphonate_in_pm1_in_air', 'pm1')
('nickel', 'mass_concentration_of_nickel_in_pm1_in_air', 'pm1')
('nitrate', 'mass_concentration_of_nitrate_in_pm1_in_air', 'pm1')
('nitrite', 'mass_concentration_of_nitrite_in_pm1_in_air', 'pm1')
('organic_carbon', 'mass_concentration_of_organic_carbon_in_pm1_in_air', 'pm1')
('oxalate', 'mass_concentration_of_oxalate_in_pm1_in_air', 'pm1')
('particle_number_concentration', 'number_concentration_of_pm1_aerosol_particles_in_air', 'pm1')
('particle_number_size_distribution', None, 'pm1')
('phosphorus', 'mass_concentration_of_phosphorus_in_pm1_in_air', 'pm1')
('pm1_mass', 'mass_concentration_of_pm1_ambient_aerosol_particles_in_air', 'pm1')
('potassium', 'mass_concentration_of_potassium_in_pm1_in_air', 'pm1')
('pressure', 'air_pressure', 'pm1')
('reference_beam_signal', 'mass_concentration_of_reference_beam_signal_in_pm1_in_air', 'pm1')
('reference_intensity', 'mass_concentration_of_reference_intensity_in_pm1_in_air', 'pm1')
('reference_zero_signal', 'mass_concentration_of_reference_zero_signal_in_pm1_in_air', 'pm1')
('relative_humidity', 'relative_humidity', 'pm1')
('rubidium', 'mass_concentration_of_rubidium_in_pm1_in_air', 'pm1')
('sample_intensity', 'mass_concentration_of_sample_intensity_in_pm1_in_air', 'pm1')
('selenium', 'mass_concentration_of_selenium_in_pm1_in_air', 'pm1')
('sensing_beam_signal', 'mass_concentration_of_sensing_beam_signal_in_pm1_in_air', 'pm1')
('sensing_zero_signal', 'mass_concentration_of_sensing_zero_signal_in_pm1_in_air', 'pm1')
('sodium', 'mass_concentration_of_sodium_in_pm1_in_air', 'pm1')
('strontium', 'mass_concentration_of_strontium_in_pm1_in_air', 'pm1')
('sulphate_corrected', None, 'pm1')
('sulphate_total', None, 'pm1')
('temperature', 'air_temperature', 'pm1')
('thallium', 'mass_concentration_of_thallium_in_pm1_in_air', 'pm1')
('thorium', 'mass_concentration_of_thorium_in_pm1_in_air', 'pm1')
('tin', 'mass_concentration_of_tin_in_pm1_in_air', 'pm1')
('titanium', 'mass_concentration_of_titanium_in_pm1_in_air', 'pm1')
('total_carbon', 'mass_concentration_of_total_carbon_in_pm1_in_air', 'pm1')
('total_carbon_corrected', 'mass_concentration_of_total_carbon_corrected_in_pm1_in_air', 'pm1')
('transmittance', 'mass_concentration_of_transmittance_in_pm1_in_air', 'pm1')
('uranium', 'mass_concentration_of_uranium_in_pm1_in_air', 'pm1')
('vanadium', 'mass_concentration_of_vanadium_in_pm1_in_air', 'pm1')
('zinc', 'mass_concentration_of_zinc_in_pm1_in_air', 'pm1')
('2-methylerythritol', None, 'pm10')
('2-methylthreitol', None, 'pm10')
('5-methylchrysene', 'mass_concentration_of_5_methylchrysene_in_pm10_in_air', 'pm10')
('ATE', None, 'pm10')
('BATE', None, 'pm10')
('BB_101', None, 'pm10')
('BEHTBP', None, 'pm10')
('BTBPE', None, 'pm10')
('DPTE', None, 'pm10')
('HBB', None, 'pm10')
('OBIND', None, 'pm10')
('PBBA', None, 'pm10')
('PBBZ', None, 'pm10')
('PBEB', None, 'pm10')
('PBT', None, 'pm10')
('TBCT', None, 'pm10')
('acenaphthene', 'mass_concentration_of_acenaphthene_in_pm10_in_air', 'pm10')
('acenaphthylene', 'mass_concentration_of_acenaphthylene_in_pm10_in_air', 'pm10')
('aerosol_absorption_coefficient', None, 'pm10')
('aerosol_light_backscattering_coefficient', None, 'pm10')
('aerosol_light_backscattering_coefficient_zero', None, 'pm10')
('aerosol_light_rayleighscattering_coefficient_zero', None, 'pm10')
('aerosol_light_scattering_coefficient', None, 'pm10')
('aerosol_light_scattering_coefficient_zero', None, 'pm10')
('aluminium', 'mass_concentration_of_aluminium_in_pm10_in_air', 'pm10')
('aluminium_27', None, 'pm10')
('ammonium', 'mass_concentration_of_ammonium_in_pm10_in_air', 'pm10')
('anthanthrene', 'mass_concentration_of_anthanthrene_in_pm10_in_air', 'pm10')
('anthracene', 'mass_concentration_of_anthracene_in_pm10_in_air', 'pm10')
('anti_DP', None, 'pm10')
('antimony', 'mass_concentration_of_antimony_in_pm10_in_air', 'pm10')
('arabitol', None, 'pm10')
('arsenic', 'mass_concentration_of_arsenic_in_pm10_in_air', 'pm10')
('attenuation_coefficient', 'mass_concentration_of_attenuation_coefficient_in_pm10_in_air', 'pm10')
('barium', 'mass_concentration_of_barium_in_pm10_in_air', 'pm10')
('benz_a_anthracene', 'mass_concentration_of_benz_a_anthracene_in_pm10_in_air', 'pm10')
('benzo_a_pyrene', 'mass_concentration_of_benzo_a_pyrene_in_pm10_in_air', 'pm10')
('benzo_b_fluoranthene', 'mass_concentration_of_benzo_b_fluoranthene_in_pm10_in_air', 'pm10')
('benzo_b_naphtho_21_d_thiophene', 'mass_concentration_of_benzo_b_naphtho_21_d_thiophene_in_pm10_in_air', 'pm10')
('benzo_bj_fluoranthenes', 'mass_concentration_of_benzo_bj_fluoranthenes_in_pm10_in_air', 'pm10')
('benzo_bjk_fluoranthenes', 'mass_concentration_of_benzo_bjk_fluoranthenes_in_pm10_in_air', 'pm10')
('benzo_c_phenanthrene', 'mass_concentration_of_benzo_c_phenanthrene_in_pm10_in_air', 'pm10')
('benzo_e_pyrene', 'mass_concentration_of_benzo_e_pyrene_in_pm10_in_air', 'pm10')
('benzo_ghi_perylene', 'mass_concentration_of_benzo_ghi_perylene_in_pm10_in_air', 'pm10')
('benzo_j_fluoranthene', 'mass_concentration_of_benzo_j_fluoranthene_in_pm10_in_air', 'pm10')
('benzo_k_fluoranthene', 'mass_concentration_of_benzo_k_fluoranthene_in_pm10_in_air', 'pm10')
('beryllium', 'mass_concentration_of_beryllium_in_pm10_in_air', 'pm10')
('bismuth', 'mass_concentration_of_bismuth_in_pm10_in_air', 'pm10')
('bromide', 'mass_concentration_of_bromide_in_pm10_in_air', 'pm10')
('bypass_fraction', 'mass_concentration_of_bypass_fraction_in_pm10_in_air', 'pm10')
('cadmium', 'mass_concentration_of_cadmium_in_pm10_in_air', 'pm10')
('calcium', 'mass_concentration_of_calcium_in_pm10_in_air', 'pm10')
('carbonate', 'mass_concentration_of_carbonate_in_pm10_in_air', 'pm10')
('cerium', 'mass_concentration_of_cerium_in_pm10_in_air', 'pm10')
('cesium', 'mass_concentration_of_cesium_in_pm10_in_air', 'pm10')
('chloride', 'mass_concentration_of_chloride_in_pm10_in_air', 'pm10')
('cholanthrene', None, 'pm10')
('chromium', 'mass_concentration_of_chromium_in_pm10_in_air', 'pm10')
('chrysene', 'mass_concentration_of_chrysene_in_pm10_in_air', 'pm10')
('cloud_condensation_nuclei_number_concentration', 'number_concentration_of_cloud_condensation_nuclei_at_stp_in_air', 'pm10')
('cloud_condensation_nuclei_number_size_distribution', 'log10_size_interval_based_number_size_distribution_of_cloud_condensation_nuclei_at_stp_in_air', 'pm10')
('cobalt', 'mass_concentration_of_cobalt_in_pm10_in_air', 'pm10')
('copper', 'mass_concentration_of_copper_in_pm10_in_air', 'pm10')
('coronene', 'mass_concentration_of_coronene_in_pm10_in_air', 'pm10')
('cyclopenta_cd_pyrene', 'mass_concentration_of_cyclopenta_cd_pyrene_in_pm10_in_air', 'pm10')
('dibenzo_ac_ah_anthracenes', 'mass_concentration_of_dibenzo_ac_ah_anthracenes_in_pm10_in_air', 'pm10')
('dibenzo_ac_anthracene', 'mass_concentration_of_dibenzo_ac_anthracene_in_pm10_in_air', 'pm10')
('dibenzo_ae_pyrene', 'mass_concentration_of_dibenzo_ae_pyrene_in_pm10_in_air', 'pm10')
('dibenzo_ah_anthracene', 'mass_concentration_of_dibenzo_ah_anthracene_in_pm10_in_air', 'pm10')
('dibenzo_ah_pyrene', 'mass_concentration_of_dibenzo_ah_pyrene_in_pm10_in_air', 'pm10')
('dibenzo_ai_pyrene', 'mass_concentration_of_dibenzo_ai_pyrene_in_pm10_in_air', 'pm10')
('dibenzo_al_pyrene', 'mass_concentration_of_dibenzo_al_pyrene_in_pm10_in_air', 'pm10')
('dysprosium', 'mass_concentration_of_dysprosium_in_pm10_in_air', 'pm10')
('elemental_carbon', 'mass_concentration_of_elemental_carbon_in_pm10_in_air', 'pm10')
('equivalent_black_carbon', 'mass_concentration_of_equivalent_black_carbon_in_pm10_in_air', 'pm10')
('equivalent_black_carbon_mass', 'mass_concentration_of_equivalent_black_carbon_mass_in_pm10_in_air', 'pm10')
('erbium', 'mass_concentration_of_erbium_in_pm10_in_air', 'pm10')
('erythritol', None, 'pm10')
('europium', 'mass_concentration_of_europium_in_pm10_in_air', 'pm10')
('flow_rate', None, 'pm10')
('fluorantene', None, 'pm10')
('fluoranthene', 'mass_concentration_of_fluoranthene_in_pm10_in_air', 'pm10')
('fluorene', 'mass_concentration_of_fluorene_in_pm10_in_air', 'pm10')
('fructose', None, 'pm10')
('gadolinium', 'mass_concentration_of_gadolinium_in_pm10_in_air', 'pm10')
('galactosan', 'mass_concentration_of_galactosan_in_pm10_in_air', 'pm10')
('gallium', 'mass_concentration_of_gallium_in_pm10_in_air', 'pm10')
('germanium', 'mass_concentration_of_germanium_in_pm10_in_air', 'pm10')
('glucose', None, 'pm10')
('hafnium', 'mass_concentration_of_hafnium_in_pm10_in_air', 'pm10')
('holmium', 'mass_concentration_of_holmium_in_pm10_in_air', 'pm10')
('inden_123cd_pyrene', 'mass_concentration_of_inden_123cd_pyrene_in_pm10_in_air', 'pm10')
('indeno_123cd_perylene', 'mass_concentration_of_indeno_123cd_perylene_in_pm10_in_air', 'pm10')
('inositol', None, 'pm10')
('iron', 'mass_concentration_of_iron_in_pm10_in_air', 'pm10')
('iron_57', 'mass_concentration_of_iron_in_pm10_in_air', 'pm10')
('lanthanum', 'mass_concentration_of_lanthanum_in_pm10_in_air', 'pm10')
('lead', 'mass_concentration_of_lead_in_pm10_in_air', 'pm10')
('levoglucosan', 'mass_concentration_of_levoglucosan_in_pm10_in_air', 'pm10')
('lithium', 'mass_concentration_of_lithium_in_pm10_in_air', 'pm10')
('lutetium', 'mass_concentration_of_lutetium_in_pm10_in_air', 'pm10')
('magnesium', 'mass_concentration_of_magnesium_in_pm10_in_air', 'pm10')
('manganese', 'mass_concentration_of_manganese_in_pm10_in_air', 'pm10')
('mannitol', None, 'pm10')
('mannosan', 'mass_concentration_of_mannosan_in_pm10_in_air', 'pm10')
('mannose', None, 'pm10')
('mercury', 'mass_concentration_of_mercury_in_pm10_in_air', 'pm10')
('mineral_dust', 'mass_concentration_of_mineral_dust_in_pm10_in_air', 'pm10')
('molybdenum', 'mass_concentration_of_molybdenum_in_pm10_in_air', 'pm10')
('naphthalene', 'mass_concentration_of_naphthalene_in_pm10_in_air', 'pm10')
('neodymium', 'mass_concentration_of_neodymium_in_pm10_in_air', 'pm10')
('nickel', 'mass_concentration_of_nickel_in_pm10_in_air', 'pm10')
('nickel_58', 'mass_concentration_of_nickel_in_pm10_in_air', 'pm10')
('nickel_60', 'mass_concentration_of_nickel_in_pm10_in_air', 'pm10')
('niobium', 'mass_concentration_of_niobium_in_pm10_in_air', 'pm10')
('nitrate', 'mass_concentration_of_nitrate_in_pm10_in_air', 'pm10')
('organic_carbon', 'mass_concentration_of_organic_carbon_in_pm10_in_air', 'pm10')
('organic_carbon_corrected', 'mass_concentration_of_organic_carbon_corrected_in_pm10_in_air', 'pm10')
('oxalate', 'mass_concentration_of_oxalate_in_pm10_in_air', 'pm10')
('pTBX', None, 'pm10')
('particle_number_concentration', 'number_concentration_of_pm10_aerosol_particles_in_air', 'pm10')
('particle_number_size_distribution', None, 'pm10')
('perylene', 'mass_concentration_of_perylene_in_pm10_in_air', 'pm10')
('phenanthrene', 'mass_concentration_of_phenanthrene_in_pm10_in_air', 'pm10')
('phosphate', 'mass_concentration_of_phosphate_in_pm10_in_air', 'pm10')
('phosphorus', 'mass_concentration_of_phosphorus_in_pm10_in_air', 'pm10')
('pm10_mass', 'mass_concentration_of_pm10_ambient_aerosol_particles_in_air', 'pm10')
('potassium', 'mass_concentration_of_potassium_in_pm10_in_air', 'pm10')
('praseodymium', 'mass_concentration_of_praseodymium_in_pm10_in_air', 'pm10')
('pressure', 'air_pressure', 'pm10')
('pyrene', 'mass_concentration_of_pyrene_in_pm10_in_air', 'pm10')
('reference_beam_signal', 'mass_concentration_of_reference_beam_signal_in_pm10_in_air', 'pm10')
('reference_intensity', 'mass_concentration_of_reference_intensity_in_pm10_in_air', 'pm10')
('reference_zero_signal', 'mass_concentration_of_reference_zero_signal_in_pm10_in_air', 'pm10')
('relative_humidity', 'relative_humidity', 'pm10')
('rubidium', 'mass_concentration_of_rubidium_in_pm10_in_air', 'pm10')
('ruthenium', 'mass_concentration_of_ruthenium_in_pm10_in_air', 'pm10')
('samarium', 'mass_concentration_of_samarium_in_pm10_in_air', 'pm10')
('sample_intensity', 'mass_concentration_of_sample_intensity_in_pm10_in_air', 'pm10')
('scandium', 'mass_concentration_of_scandium_in_pm10_in_air', 'pm10')
('selenium', 'mass_concentration_of_selenium_in_pm10_in_air', 'pm10')
('sensing_beam_signal', 'mass_concentration_of_sensing_beam_signal_in_pm10_in_air', 'pm10')
('sensing_zero_signal', 'mass_concentration_of_sensing_zero_signal_in_pm10_in_air', 'pm10')
('silicon', 'mass_concentration_of_silicon_in_pm10_in_air', 'pm10')
('sodium', 'mass_concentration_of_sodium_in_pm10_in_air', 'pm10')
('strontium', 'mass_concentration_of_strontium_in_pm10_in_air', 'pm10')
('sucrose', None, 'pm10')
('sulphate_corrected', 'mass_concentration_of_sulphate_corrected_for_seaspray_expressed_as_sulphur_in_pm10_in_air', 'pm10')
('sulphate_total', 'mass_concentration_of_sulphate_total_in_pm10_in_air', 'pm10')
('syn_DP', None, 'pm10')
('tantalum', 'mass_concentration_of_tantalum_in_pm10_in_air', 'pm10')
('temperature', 'air_temperature', 'pm10')
('terbium', 'mass_concentration_of_terbium_in_pm10_in_air', 'pm10')
('thallium', 'mass_concentration_of_thallium_in_pm10_in_air', 'pm10')
('thorium', 'mass_concentration_of_thorium_in_pm10_in_air', 'pm10')
('thulium', 'mass_concentration_of_thulium_in_pm10_in_air', 'pm10')
('tin', 'mass_concentration_of_tin_in_pm10_in_air', 'pm10')
('titanium', 'mass_concentration_of_titanium_in_pm10_in_air', 'pm10')
('total_carbon', 'mass_concentration_of_total_carbon_in_pm10_in_air', 'pm10')
('total_carbon_corrected', 'mass_concentration_of_total_carbon_corrected_in_pm10_in_air', 'pm10')
('transmittance', 'mass_concentration_of_transmittance_in_pm10_in_air', 'pm10')
('trehalose', None, 'pm10')
('tungsten', 'mass_concentration_of_tungsten_in_pm10_in_air', 'pm10')
('uranium', 'mass_concentration_of_uranium_in_pm10_in_air', 'pm10')
('vanadium', 'mass_concentration_of_vanadium_in_pm10_in_air', 'pm10')
('ytterbium', 'mass_concentration_of_ytterbium_in_pm10_in_air', 'pm10')
('yttrium', 'mass_concentration_of_yttrium_in_pm10_in_air', 'pm10')
('zinc', 'mass_concentration_of_zinc_in_pm10_in_air', 'pm10')
('zirconium', 'mass_concentration_of_zirconium_in_pm10_in_air', 'pm10')
('aerosol_light_backscattering_coefficient', None, 'pm10_humidified')
('aerosol_light_backscattering_enhancement_factor', None, 'pm10_humidified')
('aerosol_light_scattering_coefficient', None, 'pm10_humidified')
('aerosol_light_scattering_enhancement_factor', None, 'pm10_humidified')
('particle_number_size_distribution', 'mass_concentration_of_particle_number_size_distribution_in_refractory_pm10_in_air', 'pm10_non_volatile')
('pm10_mass', 'mass_concentration_of_pm10_mass_in_refractory_pm10_in_air', 'pm10_non_volatile')
('ammonium', 'mass_concentration_of_ammonium_in_pm10_minus_pm1_in_air', 'pm10_pm1')
('calcium', 'mass_concentration_of_calcium_in_pm10_minus_pm1_in_air', 'pm10_pm1')
('chloride', 'mass_concentration_of_chloride_in_pm10_minus_pm1_in_air', 'pm10_pm1')
('magnesium', 'mass_concentration_of_magnesium_in_pm10_minus_pm1_in_air', 'pm10_pm1')
('nitrate', 'mass_concentration_of_nitrate_in_pm10_minus_pm1_in_air', 'pm10_pm1')
('organic_carbon', 'mass_concentration_of_organic_carbon_in_pm10_minus_pm1_in_air', 'pm10_pm1')
('potassium', 'mass_concentration_of_potassium_in_pm10_minus_pm1_in_air', 'pm10_pm1')
('sodium', 'mass_concentration_of_sodium_in_pm10_minus_pm1_in_air', 'pm10_pm1')
('sulphate_total', 'mass_concentration_of_sulphate_total_in_pm10_minus_pm1_in_air', 'pm10_pm1')
('total_carbon', 'mass_concentration_of_total_carbon_in_pm10_minus_pm1_in_air', 'pm10_pm1')
('ammonium', 'mass_concentration_of_ammonium_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('arsenic', 'mass_concentration_of_arsenic_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('cadmium', 'mass_concentration_of_cadmium_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('calcium', 'mass_concentration_of_calcium_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('chloride', 'mass_concentration_of_chloride_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('chromium', 'mass_concentration_of_chromium_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('cobalt', 'mass_concentration_of_cobalt_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('copper', 'mass_concentration_of_copper_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('elemental_carbon', 'mass_concentration_of_elemental_carbon_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('lead', 'mass_concentration_of_lead_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('magnesium', 'mass_concentration_of_magnesium_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('nickel', 'mass_concentration_of_nickel_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('nitrate', 'mass_concentration_of_nitrate_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('organic_carbon', 'mass_concentration_of_organic_carbon_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('pm10_pm25_mass', 'mass_concentration_of_pm10_pm25_mass_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('potassium', 'mass_concentration_of_potassium_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('sodium', 'mass_concentration_of_sodium_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('sulphate_total', 'mass_concentration_of_sulphate_total_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('total_carbon', 'mass_concentration_of_total_carbon_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('vanadium', 'mass_concentration_of_vanadium_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('zinc', 'mass_concentration_of_zinc_in_pm10_minus_pm2p5_in_air', 'pm10_pm25')
('pm10_mass', 'mass_concentration_of_pm10_mass_in_non_refractory_pm10_in_air', 'pm10_volatile')
('aerosol_light_backscattering_coefficient', None, 'pm1_humidified')
('aerosol_light_backscattering_enhancement_factor', None, 'pm1_humidified')
('aerosol_light_scattering_coefficient', None, 'pm1_humidified')
('aerosol_light_scattering_enhancement_factor', None, 'pm1_humidified')
('ammonium', 'mass_concentration_of_ammonium_in_non_refractory_pm1_in_air', 'pm1_non_refractory')
('chloride', 'mass_concentration_of_chloride_in_non_refractory_pm1_in_air', 'pm1_non_refractory')
